id,charity_name,website,affiliation,post_code,city,address,email,phone_number,area_of_impact
528, CERCICA - Cooperativa para a Educação e Reabilitação de Crianças Inadaptadas de Cascais ,https://www.cercica.pt/,ONGPD,,,,,,
529, CERCICAPER - Cooperativa de Educação e Reabilitação de Cidadãos Inadaptados de Castanheira de Pera ,http://www.cercicaper.pt/v2/,ONGPD,,,,,,
530," CERCICOA - Coop. de Educ.e Reabilitação de Crianças Inadaptadas e Solidariedade Social de Almodôvar, Castro Verde e Ourique ",https://cercicoa.pt/,ONGPD,,,,,,
531, CERCIDiana - Cooperativa para a Educação e Reabilitação e Inserção de Cidadãos Inadaptados de Évora ,http://www.evora.net/cercidiana/,ONGPD,,,,,,
532, CERCIESPINHO - Cooperativa de Educação e Reabilitação do Cidadão Inadaptado de Espinho ,https://www.cerciespinho.org.pt/,ONGPD,,,,,,
533," CERCIESTA - Cooperativa para a Educação e Reabilitação de Cidadãos Inadaptados de Estarreja, CRL ",https://cerciesta.wixsite.com/2020,ONGPD,,,,,,
534, CERCIEstremoz - Cooperativa para a Educação e Reabilitação de Crianças Inadaptadas ,http://cerciestremoz.pt/,ONGPD,,,,,,
535, CERCIFAFE - Cooperativa para a Educação e Reabilitação e Inserção de Cidadãos Inadaptados de Fafe ,https://www.cercifaf.pt/,ONGPD,,,,,,
536, CERCIFEIRA - Cooperativa para a Educação e Reabilitação de Crianças Inadaptadas da Feira ,http://www.cercifeira.pt/portal/,ONGPD,,,,,,
537, CERCIG - Cooperativa de Educação e Reabilitação de Cidadãos Inadaptados da Guarda ,https://www.cercig.com/,ONGPD,,,,,,
538, CERCIGUI - Cooperativa de Educação e Reabilitação de Cidadãos Inadaptados de Guimarães ,https://cercigui.pt/,ONGPD,,,,,,
539, CERCILEI - Cooperativa de Ensino e Reabilitação de Cidadãos Inadaptados de Leiria ,https://cercilei.pt/,ONGPD,,,,,,
540, CERCILISBOA - Cooperativa de Ensino e Reabilitação de Cidadãos Inadaptados de Lisboa ,https://www.cercilisboa.org.pt/,ONGPD,,,,,,
541, CERCIMA - Cooperativa para a Educação e Reabilitação de Cidadãos Inadaptados do Montijo e Alcochete ,http://www.cercima.pt/,ONGPD,,,,,,
542, CERCIMAC - Cooperativa de Ensino e Reabilitação de Cidadãos Inadaptados de Macedo de Cavaleiros ,https://cercimac.pt/a-nossa-historia/,ONGPD,,,,,,
543," CERCIMARANTE - Cooperativa para a Educação e Reabilitação de Cidadãos com Incapacidade, CRL ",http://www.cercimarante.pt/,ONGPD,,,,,,
544, CERCIMARCO - Cooperativa para a Educação e Reabilitação de Crianças Inadaptadas de Marco de Canavese ,https://www.facebook.com/cercimarco,ONGPD,,,,,,
545, CERCIMB - Cooperativa para a Educação e Reabilitação de Crianças Inadaptadas da Moita e Barreiro ,https://www.cercimb.pt/,ONGPD,,,,,,
546, CERCIMIRA - Cooperativa para a Educação e Reabilitação de Cidadãos Inadaptados de Mira ,http://www.cercimira.pt/,ONGPD,,,,,,
547," CERCIMOR - Cooperativa para a Educação, Reabilitação, Capacitação e Inclusão de Montemor – o - Novo, CRL ",http://www.cercimor.pt/,ONGPD,,,,,,
548, CERCINA – Cooperativa de Ensino e Reabilitação de Crianças Inadaptadas da Nazaré ,https://www.cercina.pt/,ONGPD,,,,,,
549," CERCIOEIRAS - Cooperativa de Educação e Reabilitação de Cidadãos com Incapacidade, CRL ",http://www.cercioeiras.pt/,ONGPD,,,,,,
550, CERCIPENELA - Cooperativa para a Educação e Reabilitação de Crianças Inadaptadas de Penela ,http://www.cercipenela.org.pt/,ONGPD,,,,,,
551, CERCIPENICHE - Cooperativa de Educação e Reabilitação de Cidadãos Inadaptados de Peniche ,https://www.cercipeniche.pt/,ONGPD,,,,,,
552, CERCIPOM - Cooperativa de Ensino e Reabilitação de Cidadãos Inadaptados de Pombal ,http://www.cercipom.org.pt/,ONGPD,,,,,,
553, CERCIPortalegre - Cooperativa de Educação e Reabilitação de Cidadãos com Incapacidade de Portalegre ,http://blogcerciportalegre.blogspot.com/?fbclid=IwAR0dK6cTnxLS6VbZe3U_P9fQUi_Xn1hsd5okABGrTXurO_lVhp11dqqLQwk,ONGPD,,,,,,
554, CERCIPOVOA - Cooperativa para a Educação e Reabilitação de Crianças Inadaptadas de Póvoa de Santa Iria ,http://cercipovoa.pt/,ONGPD,,,,,,
555, CERCISA - Cooperativa para Educação e Reabilitação de Cidadãos Inadapatados de Seixal e Almada ,https://cercisa.pt/,ONGPD,,,,,,
556, CERCITEJO - Cooperativa de Educação e Reabilitação de Crianças Inadaptadas de Alverca ,https://www.cercitejo.org.pt/,ONGPD,,,,,,
557, CERCITOP - Cooperativa de Educação e Reabilitação de Crianças Inadaptadas de Sintra ,http://www.cercitop.org/,ONGPD,,,,,,
558, CERCIZIMBRA - Cooperativa de Educação e Reabilitação de Crianças Inadaptadas de Sesimbra ,http://cercizimbra.org.pt/,ONGPD,,,,,,
559, CERE - Centro de Ensino e Recuperação do Entroncamento ,http://www.cm-entroncamento.pt/index.php/viver/educacao/ensino-especial/388-cere-centro-de-ensino-e-recuperacao-do-entroncamento,ONGPD,,,,,,
560, CIRE - Centro de Integração e Reabilitação de Tomar ,http://www.cire-tomar.org/,ONGPD,,,,,,
561, Clube Judo Total ,http://site.judototal.com/,ONGPD,,,,,,
562, CNAD – Cooperativa Nacional de Apoio a Deficientes ,https://www.facebook.com/Cooperativa-Nacional-de-Apoio-a-Deficientes-194902587359750/,ONGPD,,,,,,
563, CNOD – Confederação Nacional de Organizações de Pessoas com Deficiência ,http://www.cnod.pt/,ONGPD,,,,,,
564, Colégio as Descobertas - Instituto Português de Educação e Investigação Pedagógica ,http://www.ipeip-asdescobertas.pt/?page_id=19,ONGPD,,,,,,
565, Comité Paralimpico de Portugal ,https://paralimpicos.pt/,ONGPD,,,,,,
566," COOP 21 Especial - Cooperativa para o Desenvolvimento Psicossocial de Crianças com Necessidades Especiais, CRL ",https://coop21especial.wixsite.com/coop21especial?fbclid=IwAR3Y-Fl4E3KFbwhIrIhy1MJGN_XG9_jJYIzBd4T8NTL7_c8u_8I_oACLIy4,ONGPD,,,,,,
567," CoopCuidar - Cooperativa Para o Desenvolvimento e Apoio Bio-Psico-Social Do Portador De Deficiência, ",https://www.facebook.com/Coopcuidar,ONGPD,,,,,,
568," Cooperativa de Solidariedade Social, CRL ",https://www.aproximar.pt/,ONGPD,,,,,,
569," Cooperativa FOCUS, CRL ",https://www.cooperativafocus.pt/index.php?l=pt,ONGPD,,,,,,
570, CPC Beja - Centro de Paralisia Cerebral de Beja ,https://cpcbeja.org/,ONGPD,,,,,,
571," CREACIL - Cooperativa de Reabilitação, educação e Animação para a Comunidade Integrada do Concelho de Loures ",http://www.creacil.pt/,ONGPD,,,,,,
572, CRIA - Centro de Reabilitação Infantil de Abrantes ,http://cria.com.pt/,ONGPD,,,,,,
573, CRIAL - Centro de Recuperação Infantil de Almeirim ,https://crialalmeirim.webnode.pt/contactos/,ONGPD,,,,,,
574, CRIB - Centro de Reabilitação Infantil de Benavente ,http://www.crib.pt/pt/,ONGPD,,,,,,
575, CRIC - Centro de Reabilitação e Integração de Coruche ,https://cricoruche.wixsite.com/cric?fbclid=IwAR2zjiPkgOdue-Ujumenf2_eAXDgyT_BH0Cyo1m7eje5uBNVUxiuDyOnQtw,ONGPD,,,,,,
576, CRID - Centro de Reabilitação e Integração de Deficientes ,https://crid.pt/,ONGPD,,,,,,
577, CRIF - Centro de Recuperação Infantil de Fatima ,https://www.crif.org.pt/,ONGPD,,,,,,
578, CRIFZ - Centro de Reabilitação e Integração de Ferreira do Zêzere ,http://www.crifz.pt/,ONGPD,,,,,,
579," CRINABEL - Cooperativa de Solidariedade Social e Ensino Especial, CRL ",http://www.crinabel.pt/,ONGPD,,,,,,
580, CRIT - Centro de Reabilitação e Integração Torrejano ,https://pt-pt.facebook.com/crit.torresnovas,ONGPD,,,,,,
581, Dar Resposta - Associação de Pais e Amigos de Cidadãos do Deficiência ou Incapacidade ,https://www.facebook.com/DAR-Resposta-Associa%C3%A7%C3%A3o-651083564930576,ONGPD,,,,,,
582, Deliciosas Diferenças - Cooperativa de Responsabilidade Limitada ,https://www.facebook.com/cooperativadd,ONGPD,,,,,,
583, DOCE - Associação Nacionaç para Divulgar e Orientar para Combater e Enfrentar a Tay Sachs e outras Gangliosidoses ,http://doce.pt/,ONGPD,,,,,,
584, Emaús - Associação de Apoio ao Decifiente Mental ,https://www.facebook.com/Emaus-444700012374953,ONGPD,,,,,,
585, EMDIIP - Equipa Móvel de Desenvolvimento Infantil e Intervenção Precoce ,https://www.emdiip.com/,ONGPD,,,,,,
586, ENCONTRAR+SE - Associação para a Promoção da Saúde Mental ,https://www.encontrarse.pt/,ONGPD,,,,,,
587, EPI-APFAPE,http://www.epilepsia.pt/,ONGPD,,,,,,
588, EXISTIR – Associação para a Intervenção e Reabilitação de Pessoas Deficientes e Desfavorecidas ,https://existir.org.pt/,ONGPD,,,,,,
589, FAMILIARMENTE - Federação Portuguesa das Associações das Famílias de Pessoas Com Experiência de Doença Mental ,https://familiarmente.pt/,ONGPD,,,,,,
590, FAPPC - Federação das Associações Portuguesas de Paralisia Cerebral ,http://www.fappc.pt/,ONGPD,,,,,,
591, Federação Portuguesa das Associações de Diabéticos ,https://pt-pt.facebook.com/fpad.diabetes/,ONGPD,,,,,,
592, FEDRA - Federação de Doenças Raras de Portugal ,https://fedra.pt/,ONGPD,,,,,,
593, FENACERCI - Federação Nacional das Cooperativas de Solidariedade Social ,https://www.fenacerci.pt/,ONGPD,,,,,,
594, FIBRO - Associação Barcelense de Fibromialgia e Doenças Crónicas ,http://www.fibro.pt/,ONGPD,,,,,,
595, FNERDM - Federação Nacional de Entidades de Reabilitação de Doentes Mentais ,http://www.fnerdm.pt/,ONGPD,,,,,,
596, FORMEM – Federação Portuguesa da Formação Profissional e Emprego de Pessoas com Deficiência e Incapacidade ,https://www.formem.org.pt/pt/,ONGPD,,,,,,
597, For3VerSpecial - Associação Forheever Special ,https://for3verspecial.pt/,ONGPD,,,,,,
598, FPDA - Federação Portuguesa de Autismo ,https://www.fpda.pt/,ONGPD,,,,,,
599, FPDD - Federação Portuguesa de Desporto para Pessoas com Deficiência ,http://fpdd.org/,ONGPD,,,,,,
600, GAC - Grupo de Acção Comunitária ,http://gac.com.pt/,ONGPD,,,,,,
601," GIRA - Grupo de Intervenção e Reabilitação Activa, IPSS ",https://www.gira.org.pt/,ONGPD,,,,,,
602, Grupo Desportivo de Transplatados de Portugal . Associação Promotora de Desporto ,http://gdtp.blogspot.com/,ONGPD,,,,,,
603, HUMANITAS – Federação Portuguesa para a Deficiência Mental ,https://humanitas.org.pt/,ONGPD,,,,,,
604, IN - Associação para a Inclusão ao Longo da Vida ,https://www.in-ipss.pt/,ONGPD,,,,,,
605, INCLUIR - Associação para a Inclusão do Cidadão com Necessidades Especiais Maria do Carmo Silva Melancia ,https://aadpcmcsm.wixsite.com/incluir/associacao,ONGPD,,,,,,
606, Inovar Autismo - Associação de Cidadania e Inclusão ,https://www.inovarautismo.pt/,ONGPD,,,,,,
607, Instituto São João de Deus ,https://www.isjd.pt/,ONGPD,,,,,,
608, Íris Inclusiva - Associação de Cegos e Amblíopes ,https://irisinclusiva.pt/,ONGPD,,,,,,
609, LABOR - Cooperativa de Solidariedade Social ,http://labor-cooperativa.com/,ONGPD,,,,,,
610, LEQUE - Associação de Pais e Amigos de Pessoas com Necessidades Especiais ,https://www.leque.pt/,ONGPD,,,,,,
611, Life Winner - Associação Portuguesa de Transplantados ,http://www.lifewinner.pt/quem-somos/,ONGPD,,,,,,
612, LPCE - Liga Portuguesa contra a Epilepsia ,http://www.epilepsia.pt/en/lpce/lpce,ONGPD,,,,,,
613, MADI - Movimento Apoio ao Diminuído Intelectual de Vila do Conde ,http://madi.pt/contactos/,ONGPD,,,,,,
614, MADI Porto - Movimento Apoio ao Diminuído Intelectual ,https://madiporto.pt/,ONGPD,,,,,,
615, MATIZ - Associação para a Promoção da Saúde Mental ,https://www.matiz.pt/,ONGPD,,,,,,
616, MITHÓS - Associação de Apoio à Multideficiência ,http://www.associacao-mithos.pt/?fbclid=IwAR19pKc2MrC35m3D7hy-V1lWcYXLuq3KfJUPw29ygjOUZXQWmyqrb4u_O9o#,ONGPD,,,,,,
617, NECI – Núcleo de Educação da Criança Inadaptada ,http://www.neci.pt/,ONGPD,,,,,,
618, NOE - Novas Olimpiadas Especiais ,https://www.racius.com/novas-olimpiadas-especiais/,ONGPD,,,,,,
619, NÓS - Associação de Pais e Técnicos para a Integração do Deficiente ,http://nos.org.pt/,ONGPD,,,,,,
620, NOVAMENTE - Associação de Apoio ao Traumatizado Crânio Encefálico e sua Família ,https://www.novamente.pt/,ONGPD,,,,,,
621, Obra Social e Cultural Sílvia Cardoso ,https://oscsilviacardoso.pt/,ONGPD,,,,,,
622, Os Malmequeres ,https://www.malmequeres.pt/,ONGPD,,,,,,
623, Pais em Rede ,https://paisemrede.pt/,ONGPD,,,,,,
624, Pais 21 - Associação de Pais e Amigos de Pessoas com Trissomia 21 ,https://pais21.pt/,ONGPD,,,,,,
625," Palavras Infinitas - Plural & Singular - Núcleo de Inclusão, Comunicação e Media ",https://www.pluralesingular.pt/,ONGPD,,,,,,
626, Panóplia Heróis - Associação Nacional Cuidadores Informais ,https://ancuidadoresinformais.pt/,ONGPD,,,,,,
627," PCAND - Paralisia Cerebral, Associação Nacional de Desporto ",https://pcand.pt/,ONGPD,,,,,,
628, PERSONA - Associação para a Promoção da Saude Mental ,https://associacaopersona.wixsite.com/personaassociacao,ONGPD,,,,,,
629, Pony Club do Porto - Associação Solidária Friends Forever ,http://www.ponyclubdoporto.org/apoie-esta-causa,ONGPD,,,,,,
630," PT. AVC - União de Sobreviventes, Familiares e Amigos ",https://www.portugalavc.pt/,ONGPD,,,,,,
631," Quinta Essência - Associação QE, Uma Nova Linguagem para a Incapacidade ",https://www.quintaessencia.pt/,ONGPD,,,,,,
632, RARÍSSIMAS - Associação Nacional de Deficiências Mentais e Raras ,https://rarissimas.pt/,ONGPD,,,,,,
633, RECOMEÇO - Associação para a Reabilitação e Integração Social Amadora Sintra ,http://recomeco.pt/,ONGPD,,,,,,
634," ReCriar Caminhos - Associação de Apoio ao Desenvolvimento Vocacional, Forma - o e Inclusão de Pessoas com Esquizofrenia ",http://www.recriarcaminhos.pt/,ONGPD,,,,,,
635," RUMO, Cooperativa de Solidariedade Social, CRL ",http://rumo.org.pt/,ONGPD,,,,,,
636, SER IGUAL - Associação Serviços Especiais de Reabilitação e Igualdade ,https://seronline.pt/,ONGPD,,,,,,
637, SPEM - Sociedade Portuguesa de Esclerose Múltipla - Sede Nacional ,https://spem.pt/,ONGPD,,,,,,
638, SurdiSol - União de Apoio ao Surdo e Populações Especiais ,http://ufasv.blogspot.com/,ONGPD,,,,,,
639, TILIASCOOP - Formação & Reabilitação Psicossocial ,https://www.facebook.com/tiliascoop,ONGPD,,,,,,
640, UNICRISANO - União dos Centros de Recuperação Infantil do Distrito de Santarém ,http://www.unicrisano.pt/,ONGPD,,,,,,
641, UNIVERSAUTISTA - Associação para Jovens e Adultos ,https://www.universautista.pt/,ONGPD,,,,,,
642, VALORIZA - Associação de Desenvolvimento Local ,http://valoriza.pt/,ONGPD,,,,,,
643, VÁRIOS – Cooperativa de Solidariedade Social ,https://varios.pt/novosite/a-varios/apresentacao/,ONGPD,,,,,,
644, Vem Vencer - Associação de Apoio a Crianças Idosos e Pessoas com Deficiência ,https://www.vemvencer.pt/,ONGPD,,,,,,
645, Vencer Autismo - Associação Portuguesa para Vencer o Autismo ,https://vencerautismo.org/,ONGPD,,,,,,
